date,user,location,text
2023-03-07 19:47:12+00:00,DawnDeMore3,,RT @RenzTom: This is critical. We need Nuremberg2 NOW. Defendants should include #Pfizer #Moderna the other #COVID19 #vaccine manufacturers…
2023-03-07 19:46:56+00:00,kateinthemix,"Connecticut, USA",@CTSenateDems 🗣️ hey @CTDems how much did @Pfizer and @moderna_tx pay for the kidney that came from the LIVING baby… https://t.co/ceFz0vCq4t
2023-03-07 19:46:48+00:00,cranstonb19,Wessex Autonomous Zone (WAZ),Anyone who is thinking of taking another Covid-19 vaccine. I advise you to take the time to read this peer reviewed… https://t.co/OkLMrqIqXN
2023-03-07 19:46:16+00:00,PHNEDIE,,"RT @TOPublicHealth: If your child had #COVID19, it's still recommended they get the vaccine for stronger protection!

Starting March 9, the…"
2023-03-07 19:45:57+00:00,KenLacrosse,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-07 19:45:15+00:00,GrantSceptic,,"@HugoGye So, a defacto acceptance that those with a healthy immune system are not at risk of serious illness. Yet,… https://t.co/aWstuM4fdA"
2023-03-07 19:45:08+00:00,SCSU,"New Haven, Connecticut",💉 Get vaccinated on campus this Friday with our COVID-19 vaccine clinics in the Connecticut Hall Seminar Room. Lear… https://t.co/jIkliknRc5
2023-03-07 19:43:57+00:00,xoxoiamnotwrong,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-07 19:39:30+00:00,ModNaturoPathy,,"RT @cotupacs: Seen hundreds of these ‘vaccine magnet tests’ now.

What do you think are they legit or not?  Either way not good 💉💔😢

#vacci…"
2023-03-07 19:37:55+00:00,MarXPacE,London/Manchester/NY/Marbella,"COVID 19 VACCINES - Safe and effective?

https://t.co/osclpoPezL

#Covid #COVID19 #CovidVaccines #vaccination… https://t.co/NQcf0Qq7qO"
2023-03-07 19:37:49+00:00,JACQUEL17705151,,"RT @SunderlandLolly: ""Covid spring booster vaccine roll-out confirmed - only for over 75s &amp; vulnerable"".
If there are enough vaccines, why…"
2023-03-07 19:35:44+00:00,terry_goody,"Ely, England","RT @SunderlandLolly: ""Covid spring booster vaccine roll-out confirmed - only for over 75s &amp; vulnerable"".
If there are enough vaccines, why…"
2023-03-07 19:31:15+00:00,AbryonH,"Harrisburg,pa",RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-07 19:30:30+00:00,HecksLucky,,"RT @SlaughteringIt: Why has no one pointed out that Officer Sicknick (Capital Police Officer), who had very like taken the COVID19 Vaccine,…"
2023-03-07 19:30:14+00:00,PalUpNow1,San Francisco,"#PalUpNow! ride pals aren't just drivers.

Our #ride pal helped an octogenarian in #Kolkata #India🇮🇳 so that he, hi… https://t.co/YAIyFkxqLO"
2023-03-07 19:30:06+00:00,Golfdude421,,"Don't worry, the #COVID19 vaccine is completely safe and effective

#covidscam https://t.co/SO4l5kaovF"
2023-03-07 19:30:06+00:00,KatzM_A,,RT @WHO_Europe: New study - published by @LancetRH_Europe - helps inform actions to increase #COVID19 #vaccine uptake among Albania’s healt…
2023-03-07 19:29:14+00:00,ProudHeadTeach1,,"RT @SunderlandLolly: ""Covid spring booster vaccine roll-out confirmed - only for over 75s &amp; vulnerable"".
If there are enough vaccines, why…"
2023-03-07 19:27:27+00:00,Stuarthills18,"London, England","RT @cotupacs: Imagine if we lived in a democracy where we could DEBATE fairly the risk benefit analysis of this kind offer?

Before the Gov…"
2023-03-07 19:25:47+00:00,Marne058628721,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-07 19:25:23+00:00,MS_SouthNassau,"Oceanside, New York","Updated Schedule: The Mount Sinai South Nassau Vaxmobile is offering the Pfizer-BioNTech #COVID19 #Vaccine,… https://t.co/zf0nL7ymyh"
2023-03-07 19:23:37+00:00,HappyBezerker,Sweden,"Very, very worrying considering the constant findings of new dangers with mRNA vaxx. 
https://t.co/SFpnenpSEG… https://t.co/9kF5W9IOVg"
2023-03-07 19:22:26+00:00,JohnARead,England,"RT @cotupacs: Imagine if we lived in a democracy where we could DEBATE fairly the risk benefit analysis of this kind offer?

Before the Gov…"
2023-03-07 19:20:26+00:00,DaveWig52,west yorks,"RT @Jones787Sj: Give me your list of covid19 vaccine pushers, that needs to stand trial ...
 I'll start..
Every member of parliament, from…"
2023-03-07 19:19:45+00:00,DHergottova,,"RT @walsallforall: Pop-up vaccination clinics will be open across Walsall this March, where you can get your COVID-19 or flu vaccine. #Covi…"
2023-03-07 19:18:52+00:00,patriotpromise2,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-07 19:18:14+00:00,GuelphBugle,Guelph,"RT @iamgmcnaughton: In 2021, municipalities across Ontario instituted #COVID19 vaccine mandates for its employees. Now, dozens who refused…"
2023-03-07 19:17:33+00:00,TrasElValle_OBC,Lee aquí 👇🏼 el último TEVDA,"RT @jjaranaz94: ""En 'stand-by(e)'"" (#TEVDAdeVerano):

https://t.co/OqJWFKOCTI

#FinEstadoDeAlarma #FinToqueDeQueda #FinMascarilla #Covid19…"
2023-03-07 19:16:53+00:00,law83692622,"River Tees, England 🧜","RT @SunderlandLolly: ""Covid spring booster vaccine roll-out confirmed - only for over 75s &amp; vulnerable"".
If there are enough vaccines, why…"
2023-03-07 19:13:02+00:00,makssokol,,Myocarditis update from Sweden BY ANISH KOKA The COVID19/vaccine myocarditis debate continues in large part because… https://t.co/VPi4EqOUU3
2023-03-07 19:10:34+00:00,glynmorgan3921," England, Sheffield ","RT @cotupacs: Imagine if we lived in a democracy where we could DEBATE fairly the risk benefit analysis of this kind offer?

Before the Gov…"
2023-03-07 19:09:59+00:00,demonscythsynth,The Grid,"RT @cotupacs: Imagine if we lived in a democracy where we could DEBATE fairly the risk benefit analysis of this kind offer?

Before the Gov…"
2023-03-07 19:09:20+00:00,Yazzy_321,Mad Rabbit Holes. Earth. ,"RT @cotupacs: Imagine if we lived in a democracy where we could DEBATE fairly the risk benefit analysis of this kind offer?

Before the Gov…"
2023-03-07 19:08:31+00:00,cotupacs,Get a Warrant,"Imagine if we lived in a democracy where we could DEBATE fairly the risk benefit analysis of this kind offer?

Befo… https://t.co/4ePlE8HLBF"
2023-03-07 19:07:19+00:00,SabrinaSally5,"Nova Scotia, Canada",RT @DrEricDing: ⚠️CONSEQUENCES OF MISLEADING PARENTS that “Kids are practically immune”—Many parents were dishonest about their children ha…
2023-03-07 19:06:58+00:00,TinaSommer19,,RT @PatinkinMandy: Just had Covid for the first time. I'm incredibly grateful I had the vaccine &amp; was up to date with my boosters. Over 300…
2023-03-07 19:06:04+00:00,DurhamCounty,"Durham, NC",RT @DurhamHealthNC: New  @CDCMMWR research finds that people aged 12 years &amp; older who got an updated #COVID19 vaccine were less likely to…
2023-03-07 19:06:00+00:00,boomdudecom,Austin TX,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-07 19:05:37+00:00,MarcusBergher,Planet Earth,RT @backtolife_2023: Mother expresses relief after children receive Covid19 vaccine https://t.co/idO3vG4MOu
2023-03-07 19:01:22+00:00,LeeMtz95622,"South Padre Island, Tx ",RT @backtolife_2023: Mother expresses relief after children receive Covid19 vaccine https://t.co/idO3vG4MOu
2023-03-07 19:01:06+00:00,teollom,,RT @DrEricDing: ⚠️CONSEQUENCES OF MISLEADING PARENTS that “Kids are practically immune”—Many parents were dishonest about their children ha…
2023-03-07 19:00:34+00:00,SunderlandLolly,"Sunderland, Plague Island","""Covid spring booster vaccine roll-out confirmed - only for over 75s &amp; vulnerable"".
If there are enough vaccines, w… https://t.co/dZu172nacd"
2023-03-07 18:59:07+00:00,RobertS03591493,,RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-07 18:58:18+00:00,scott_squires,Los Angeles,"Inflammation is likely culprit behind long COVID, study suggests https://t.co/Zr8lmIeFVy"
2023-03-07 18:57:12+00:00,rrmin36,"Shirley, MA",RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-07 18:56:29+00:00,dmvp33,"Clutch City, Texas",RT @picphysicians: CDC data show mass vaccination with the COVID-19 vaccine has had no measurable impact on the COVID-19 mortality rate in…
2023-03-07 18:55:51+00:00,CouncilonP,,"Dems: “People should be able to make their own health care decisions”
Also Dems: “You must take the vaccine”
#COVID19 #abortion #news"
2023-03-07 18:55:46+00:00,rosemarytoronto,"Toronto, Ontario, Canada","RT @TOPublicHealth: If your child had #COVID19, it's still recommended they get the vaccine for stronger protection!

Starting March 9, the…"
2023-03-07 18:55:09+00:00,shantiwater,"Marina del Rey, CA",RT @DrEricDing: ⚠️CONSEQUENCES OF MISLEADING PARENTS that “Kids are practically immune”—Many parents were dishonest about their children ha…
2023-03-07 18:54:23+00:00,thwitha7,In Azania ,RT @TlotlisoM_: Kgosientsho Sputla Ramokgopa was head of investments in the @PresidencyZA but the only investment ever made was the #COVID1…
2023-03-07 18:53:58+00:00,DAYtheELF,"Wellington, Aotearoa NZ",RT @NZStuff: A local team of scientists behind a Covid-19 booster shot say it was 100% effective in mice. If they can replicate it in human…
2023-03-07 18:50:52+00:00,masaa1972,"Regional Director, LVCT Health",RT @DOHsMombasa: Stakeholders from Mombasa today participated in an inception for the Vaccine Distrust Project to share experiences &amp; encou…
2023-03-07 18:50:33+00:00,Thomas_SiriusV,,RT @NatureMedicine: Neutralizing #antibody titers elicited by either ancestral or bivalent #COVID19 #vaccine boosters are predicted to incr…
2023-03-07 18:50:22+00:00,Susan_Barbara1,,"@stripedhats @SueDinNY @polishprincessh They did. the patent was on the government website, but not sure if it’s st… https://t.co/xpWqWryVVQ"
